	revid	editor	datetime	title
2604	53359996	92.143.130.15	2010-05-17T16:16:11	Saint-Jean-du-Gard
2605	121398328	89.3.86.172	2015-12-17T13:03:25	Datation des cadavres
2606	121398363	89.3.86.172	2015-12-17T13:04:33	Datation des cadavres
2607	57528230	92.160.64.69	2010-09-27T20:22:20	Élisabeth en Bavière
2608	84959978	46.246.116.249	2012-11-05T09:23:33	Sténotypie
2609	68097579	78.234.188.135	2011-08-04T16:54:28	Anthropophagie
2610	103841715	93.115.83.16	2014-05-15T17:20:06	WinDev
2611	106789734	82.255.70.246	2014-08-23T16:56:05	Niveau de la mer
2612	139954353	196.52.21.103	2017-08-21T22:44:42	Dihya (reine)
2613	139954836	196.52.21.103	2017-08-21T23:08:19	Dihya (reine)
2614	68949143	87.225.253.173	2011-08-28T12:08:51	Loi du χ²
2615	78879985	85.181.219.78	2012-05-20T07:06:18	Découpage électoral
2616	62199213	83.196.90.4	2011-02-12T09:30:29	Géographie de l'Allemagne
2617	68898075	82.228.211.174	2011-08-26T18:52:06	Vermeil
2618	100805335	90.32.168.123	2014-02-01T13:14:04	Cap-Haïtien
2619	100805538	90.32.168.123	2014-02-01T13:20:23	Cap-Haïtien
2620	78616108	86.74.160.22	2012-05-12T15:34:22	Chicken Run
2621	74094565	213.166.196.69	2012-01-08T20:56:28	Jean Egen
2622	54393006	173.244.197.211	2010-06-17T16:34:47	Camping
2623	73490963	85.10.136.150	2011-12-24T15:48:07	Isaïe
2624	119770239	88.219.191.62	2015-10-24T00:52:21	Abbaye de Vauluisant
2625	100876007	86.201.20.21	2014-02-03T18:11:22	Acétone
2626	64823773	93.182.130.56	2011-04-29T12:18:15	William de Cambridge
2627	85317845	129.194.8.73	2012-11-14T12:19:45	Liste de maladies rares
2628	95911650	89.156.196.227	2013-08-18T20:57:08	Idi Amin Dada
2629	131097255	84.101.216.107	2016-10-27T09:53:23	Magnétar
2630	113482016	86.164.206.39	2015-04-02T11:37:19	Park Chung-hee
2631	141810914	92.145.3.62	2017-10-23T11:15:17	NRJ Music Awards
2632	127891887	109.213.222.48	2016-07-16T19:56:06	Massacre de Khodjaly
2633	61025164	93.26.84.211	2011-01-07T17:16:38	Billy Corgan
2634	63251881	82.235.26.238	2011-03-16T14:58:57	Léopard de mer
2635	64319257	88.188.1.204	2011-04-13T22:24:20	Jean-Paul Delahaye
2636	64319277	88.188.1.204	2011-04-13T22:25:49	Jean-Paul Delahaye
2637	110232497	220.255.1.173	2014-12-25T03:30:01	Goumoens-le-Jux
2638	110232504	220.255.1.153	2014-12-25T03:32:42	Goumoens-le-Jux
2639	143767982	85.114.184.51	2017-12-23T01:45:35	Tatars
2640	115109147	88.219.191.94	2015-05-17T20:06:10	Hôtel de Matignon
2641	89517303	41.207.23.17	2013-03-04T21:31:25	Famille
2642	103637638	82.255.45.153	2014-05-08T16:33:01	Qiyâs
2643	110409706	88.171.81.129	2014-12-31T08:51:19	Dhoti
2644	58756973	93.182.186.31	2010-11-02T21:37:23	Antéchrist
2645	75255454	86.212.17.106	2012-02-07T08:04:30	Prospective
2646	92187275	82.249.107.71	2013-04-17T16:41:49	Buléon
2647	69350433	85.1.44.251	2011-09-07T22:42:54	Kachgar
2648	69787970	90.42.181.140	2011-09-17T09:59:46	Simca 1000
2649	69788012	90.42.181.140	2011-09-17T10:00:31	Simca 1000
2650	104510761	86.205.163.224	2014-06-09T14:07:03	David Hockney
2651	144359055	83.196.132.235	2018-01-10T18:06:42	Tarabiscot
2652	54729501	93.23.54.105	2010-06-28T16:45:04	Air Seychelles
2653	107981027	88.219.191.35	2014-10-05T13:51:38	Elisabeth Kübler-Ross
2654	107981073	88.219.191.35	2014-10-05T13:53:01	Elisabeth Kübler-Ross
2655	93324282	78.251.194.221	2013-05-21T14:56:49	Jean-Michel Truong
2656	84785017	90.59.167.191	2012-10-31T09:25:34	Mariés, deux enfants
2657	120501613	83.200.18.149	2015-11-14T16:31:13	Mariés, deux enfants
2658	109580326	198.252.153.26	2014-12-01T08:39:10	Call of Duty
2659	143056165	207.162.116.1	2017-11-29T21:29:13	Techniques de l'informatique
2660	119472078	88.219.191.62	2015-10-13T20:59:13	Saint-Père (Yonne)
2661	119472113	88.219.191.62	2015-10-13T21:00:39	Saint-Père (Yonne)
2662	119472383	88.219.191.62	2015-10-13T21:10:10	Saint-Père (Yonne)
2663	63978264	88.188.1.204	2011-04-03T17:38:07	Université Lille-I
2664	64057322	88.188.1.204	2011-04-05T21:41:35	Université Lille-I
2665	64065350	88.188.1.204	2011-04-06T07:10:08	Université Lille-I
2666	64319523	88.188.1.204	2011-04-13T22:43:45	Université Lille-I
2667	92094355	88.161.100.184	2013-04-15T00:59:09	Discussion:Macrophage
2668	62453879	88.122.252.64	2011-02-19T15:14:51	Tawhid
2669	65831486	86.70.221.31	2011-05-29T09:03:03	Tawhid
2670	65831672	86.70.221.31	2011-05-29T09:08:18	Tawhid
2671	65831702	86.70.221.31	2011-05-29T09:09:09	Tawhid
2672	65831820	86.70.221.31	2011-05-29T09:12:10	Tawhid
2673	65831951	86.70.221.31	2011-05-29T09:15:13	Tawhid
2674	65834889	86.70.221.31	2011-05-29T10:27:47	Tawhid
2675	109869594	88.219.191.86	2014-12-11T18:20:48	Saint-Étienne-de-Saint-Geoirs
2676	109869684	88.219.191.86	2014-12-11T18:24:32	Saint-Étienne-de-Saint-Geoirs
2677	109869713	88.219.191.86	2014-12-11T18:25:57	Saint-Étienne-de-Saint-Geoirs
2678	82059996	24.212.81.209	2012-08-18T16:41:39	Coco
2679	109117217	80.13.81.226	2014-11-14T16:05:08	Bayou
2680	109117325	80.13.81.226	2014-11-14T16:08:01	Bayou
2681	109117545	80.13.81.226	2014-11-14T16:15:16	Bayou
2682	120884532	88.219.191.61	2015-11-28T19:05:31	Église Notre-Dame du Val-de-Grâce
2683	120884586	88.219.191.61	2015-11-28T19:07:56	Église Notre-Dame du Val-de-Grâce
2684	120884867	88.219.191.61	2015-11-28T19:19:48	Église Notre-Dame du Val-de-Grâce
2685	120884907	88.219.191.61	2015-11-28T19:21:09	Église Notre-Dame du Val-de-Grâce
2686	120987497	88.219.191.61	2015-12-02T09:41:49	Église Notre-Dame du Val-de-Grâce
2687	120987673	88.219.191.61	2015-12-02T09:48:32	Église Notre-Dame du Val-de-Grâce
2688	104890426	59.177.76.158	2014-06-23T03:01:07	Le Monomane du vol
2689	91511594	64.62.201.4	2013-03-31T04:14:46	Wii
2690	61638189	90.56.111.24	2011-01-26T06:14:12	Hosni Moubarak
2691	80211858	82.252.164.221	2012-06-27T00:06:36	Coprah
2692	114599650	220.255.1.23	2015-04-30T08:53:46	Chiffre significatif
2693	114599797	220.255.1.94	2015-04-30T08:59:41	Chiffre significatif
2694	123304450	82.122.166.98	2016-02-13T10:30:00	Liste des Pokémon
2695	130105793	86.192.188.209	2016-09-28T09:03:51	Parafoudre
2696	62450472	81.48.195.134	2011-02-19T13:26:35	Hennebont
2697	104284456	41.206.75.76	2014-06-01T10:00:00	Gravimétrie
2698	97523398	90.2.139.190	2013-10-16T15:28:05	Thomas Sankara
2699	69058540	192.251.226.205	2011-08-31T11:00:59	Tropaeolum
2700	112032142	88.219.191.53	2015-02-20T16:54:43	Autoroute A6 (France)
2701	112032169	88.219.191.53	2015-02-20T16:55:40	Autoroute A6 (France)
2702	112032319	88.219.191.53	2015-02-20T16:59:52	Autoroute A6 (France)
2703	142976566	90.43.42.56	2017-11-27T11:51:06	Henry de Galles
2704	65687613	83.134.235.116	2011-05-25T13:13:25	Liste de trains célèbres
2705	82214215	91.86.18.240	2012-08-22T22:01:19	Au service secret de Sa Majesté (film)
2706	120507838	88.219.191.61	2015-11-14T20:38:38	Frisons
2707	138951283	196.52.21.72	2017-07-15T05:29:44	Campagne d'Égypte
2708	138951333	196.52.21.72	2017-07-15T05:40:38	Campagne d'Égypte
2709	115256392	88.171.81.129	2015-05-22T13:50:22	Jean Berthoin
2710	64378615	84.19.165.217	2011-04-15T21:49:33	Mouvement gothique
2711	83881095	85.17.122.222	2012-10-08T17:24:42	Kaamelott
2712	83882319	85.17.122.222	2012-10-08T18:02:03	Kaamelott
2713	68452256	46.105.27.26	2011-08-15T15:25:29	Argumentation
2714	91230546	129.194.8.73	2013-03-24T14:58:12	Ascenseur
2715	115258764	90.63.140.158	2015-05-22T15:10:45	Plumelin
2716	115258883	90.63.140.158	2015-05-22T15:15:35	Plumelin
2717	68246812	194.78.184.248	2011-08-09T08:32:56	Douglas Coupland
2718	127540005	193.138.219.234	2016-07-02T21:37:12	Gabriel Pierné
2719	116745995	90.53.210.65	2015-07-11T16:13:44	Ode à la joie
2720	82726855	90.50.41.99	2012-09-05T19:03:49	Chris Evert
2721	82727099	90.50.41.99	2012-09-05T19:10:31	Chris Evert
2722	130457737	46.218.9.58	2016-10-08T07:50:31	Réseau local virtuel
2723	99672499	81.53.97.159	2013-12-29T10:39:48	Festival des Vieilles Charrues
2724	111385583	88.171.81.129	2015-01-29T19:26:27	Discussion:Vagin
2725	111387721	88.171.81.129	2015-01-29T20:49:32	Discussion:Vagin
2726	111387752	88.171.81.129	2015-01-29T20:51:13	Discussion:Vagin
2727	85608114	62.141.58.13	2012-11-21T20:32:20	Patrick Poivey
2728	73611339	92.153.45.78	2011-12-28T15:49:23	Manosque
2729	73612597	92.153.45.78	2011-12-28T16:23:23	Manosque
2730	73637719	92.153.45.78	2011-12-29T10:23:12	Manosque
2731	110935796	129.78.250.27	2015-01-15T04:59:08	Ligne de changement de date
2732	68310120	82.232.188.61	2011-08-11T02:30:09	Discussion:Edward Witten
2733	67823451	80.67.176.111	2011-07-26T17:28:48	MUTE
2734	64897335	194.78.184.248	2011-05-01T14:19:51	Machine asynchrone
2735	78256125	80.14.139.251	2012-05-02T09:14:58	Discussion:Simone Veil
2736	83145294	78.250.137.24	2012-09-18T17:02:52	Edvard Grieg
2737	135830269	93.2.125.73	2017-03-27T19:40:03	Challenge européen de rugby à XV
2738	51323127	84.101.156.98	2010-03-20T02:00:03	Histoire de la prostitution en Occident
2739	51323238	84.101.156.98	2010-03-20T02:05:18	Histoire de la prostitution en Occident
2740	129870384	93.2.125.73	2016-09-22T23:00:19	Championnat d'Angleterre de rugby à XV
2741	129870419	93.2.125.73	2016-09-22T23:01:09	Championnat d'Angleterre de rugby à XV
2742	66075368	90.60.168.201	2011-06-05T13:54:55	Stade français Paris rugby
2743	66075595	90.60.168.201	2011-06-05T14:02:40	Stade français Paris rugby
2744	66075676	90.60.168.201	2011-06-05T14:05:30	Stade français Paris rugby
2745	66076235	90.60.168.201	2011-06-05T14:21:00	Stade français Paris rugby
2746	66076276	90.60.168.201	2011-06-05T14:22:01	Stade français Paris rugby
2747	66076315	90.60.168.201	2011-06-05T14:23:03	Stade français Paris rugby
2748	74983467	69.90.91.249	2012-01-31T15:40:07	Dominos (jeu)
2749	122665282	83.193.249.207	2016-01-23T20:44:24	Club athlétique Brive Corrèze Limousin
2750	128017868	93.2.125.73	2016-07-20T23:49:49	Aviron bayonnais rugby pro
2751	131242155	93.2.125.73	2016-10-30T13:22:58	Aviron bayonnais rugby pro
2752	131242390	93.2.125.73	2016-10-30T13:29:02	Aviron bayonnais rugby pro
2753	133629184	93.2.125.73	2017-01-14T14:59:27	Aviron bayonnais rugby pro
2754	138550150	93.2.125.73	2017-06-29T01:29:47	Aviron bayonnais rugby pro
2755	138915943	93.2.125.73	2017-07-13T12:45:13	Aviron bayonnais rugby pro
2756	106443767	78.250.28.221	2014-08-18T21:37:22	Football Club de Grenoble rugby
2757	106444506	78.250.28.221	2014-08-18T21:41:30	Football Club de Grenoble rugby
2758	53298343	64.62.196.24	2010-05-15T16:49:48	Rugby club toulonnais
2759	117637569	90.0.128.243	2015-08-11T18:04:58	Malcolm (série télévisée)
2760	68000245	82.194.62.25	2011-08-01T19:44:05	Qanat
2761	135875444	93.2.125.73	2017-03-29T03:43:45	Leinster Rugby
2762	135875457	93.2.125.73	2017-03-29T03:45:40	Leinster Rugby
2763	135875544	93.2.125.73	2017-03-29T03:55:21	Leinster Rugby
2764	138550237	93.2.125.73	2017-06-29T01:49:42	Équipe de France de rugby à XV
2765	138550278	93.2.125.73	2017-06-29T01:57:27	Équipe de France de rugby à XV
2766	138550296	93.2.125.73	2017-06-29T02:00:11	Équipe de France de rugby à XV
2767	138550301	93.2.125.73	2017-06-29T02:01:13	Équipe de France de rugby à XV
2768	66020845	82.65.71.94	2011-06-03T17:54:35	Ostende
2769	142174246	86.68.66.24	2017-11-01T16:56:39	Équipe d'Italie de rugby à XV
2770	74086250	82.246.235.62	2012-01-08T17:25:39	Estoc et taille
2771	105477292	88.219.191.8	2014-07-16T10:02:08	Cladocera
2772	132923473	88.219.191.116	2016-12-22T07:59:21	Coulans-sur-Gée
2773	79442623	79.88.250.176	2012-06-04T16:32:27	Alexandre Borodine
2774	139813000	93.2.125.73	2017-08-16T22:43:00	Stade de Twickenham
2775	139813082	93.2.125.73	2017-08-16T22:46:16	Stade de Twickenham
2776	79880263	90.25.57.123	2012-06-17T20:27:31	Domfront-en-Champagne
2777	120325508	88.219.191.61	2015-11-09T13:20:45	Châtenoy (Seine-et-Marne)
2778	91324173	78.251.73.254	2013-03-26T21:37:58	Lakers de Los Angeles
2779	91324197	78.251.73.254	2013-03-26T21:38:36	Lakers de Los Angeles
2780	100575502	83.200.16.28	2014-01-25T01:09:02	Cesson
2781	100575535	83.200.16.28	2014-01-25T01:12:49	Cesson
2782	139515249	128.127.109.72	2017-08-05T12:15:05	Merlevenez
2783	79442272	86.130.40.101	2012-06-04T16:25:16	Croix scandinave
2784	79442366	86.130.40.101	2012-06-04T16:27:26	Croix scandinave
2785	89757473	91.206.27.30	2013-03-11T23:12:30	Croix scandinave
2786	69214904	82.246.235.62	2011-09-04T13:54:16	Charpente
2787	101873429	88.219.191.65	2014-03-07T18:40:17	Bouchard Ier de Vendôme
2788	89418459	78.251.70.192	2013-03-02T10:27:15	Mac Lesggy
2789	89418485	78.251.70.192	2013-03-02T10:28:16	Mac Lesggy
2790	95109259	92.130.183.11	2013-07-19T23:28:12	Scarface (film, 1983)
2791	95109300	92.130.183.11	2013-07-19T23:30:59	Scarface (film, 1983)
2792	106698012	86.195.66.42	2014-08-21T18:07:34	Étrépilly (Seine-et-Marne)
2793	106698925	86.195.66.42	2014-08-21T18:24:44	Étrépilly (Seine-et-Marne)
2794	90483899	129.194.8.73	2013-03-16T16:16:50	Ordres de grandeur de nombres
2795	140579101	92.161.29.211	2017-09-11T12:46:40	Moby
2796	140579123	92.161.29.211	2017-09-11T12:47:11	Moby
2797	140579160	92.161.29.211	2017-09-11T12:48:19	Moby
2798	59201728	90.32.233.33	2010-11-14T11:30:16	Acide lactique
2799	78379154	82.233.66.90	2012-05-05T17:43:53	Moodle
2800	77126573	77.203.186.232	2012-03-29T18:12:53	Naves (Nord)
2801	77126617	77.203.186.232	2012-03-29T18:14:27	Naves (Nord)
2802	77126687	77.203.186.232	2012-03-29T18:16:58	Naves (Nord)
2803	77126791	77.203.186.232	2012-03-29T18:20:47	Naves (Nord)
2804	77126940	77.203.186.232	2012-03-29T18:27:30	Naves (Nord)
2805	77127007	77.203.186.232	2012-03-29T18:30:04	Naves (Nord)
2806	77127072	77.203.186.232	2012-03-29T18:32:31	Naves (Nord)
2807	77127122	77.203.186.232	2012-03-29T18:35:11	Naves (Nord)
2808	77127213	77.203.186.232	2012-03-29T18:38:28	Naves (Nord)
2809	77127351	77.203.186.232	2012-03-29T18:42:35	Naves (Nord)
2810	65015563	80.58.205.33	2011-05-04T18:10:07	Ayherre
2811	133180037	88.219.191.116	2016-12-31T17:30:08	Abbaye aux Dames (Caen)
2812	75118760	88.168.237.109	2012-02-03T23:08:44	Alain Soral
2813	104373791	93.115.84.195	2014-06-04T13:54:15	Robert Johnson
2814	120340868	88.219.191.61	2015-11-09T20:01:03	Marolles-sur-Seine
2815	95654045	90.3.113.77	2013-08-08T12:53:28	Saint-Martin-du-Boschet
2816	95654132	90.3.113.77	2013-08-08T12:57:11	Saint-Martin-du-Boschet
2817	95654635	90.3.113.77	2013-08-08T13:14:25	Saint-Martin-du-Boschet
2818	95654924	90.3.113.77	2013-08-08T13:25:06	Saint-Martin-du-Boschet
2819	95674552	90.3.113.77	2013-08-09T09:38:07	Saint-Martin-du-Boschet
2820	120334598	88.219.191.61	2015-11-09T17:24:30	Saint-Loup-de-Naud
2821	76908044	90.0.0.33	2012-03-22T15:56:43	Guerre du Liban
2822	116764646	41.202.113.193	2015-07-12T12:37:15	Saint-Sylvestre-Cappel
2823	116764955	41.202.113.193	2015-07-12T12:46:11	Saint-Sylvestre-Cappel
2824	133682382	88.219.191.116	2017-01-16T09:32:04	Liste des évêques de Troyes
2825	133682451	88.219.191.116	2017-01-16T09:35:05	Liste des évêques de Troyes
2826	133683125	88.219.191.116	2017-01-16T10:04:44	Liste des évêques de Troyes
2827	133683160	88.219.191.116	2017-01-16T10:06:27	Liste des évêques de Troyes
2828	133683180	88.219.191.116	2017-01-16T10:07:35	Liste des évêques de Troyes
2829	133683191	88.219.191.116	2017-01-16T10:08:04	Liste des évêques de Troyes
2830	133683221	88.219.191.116	2017-01-16T10:08:46	Liste des évêques de Troyes
2831	133683249	88.219.191.116	2017-01-16T10:09:35	Liste des évêques de Troyes
2832	133683272	88.219.191.116	2017-01-16T10:10:11	Liste des évêques de Troyes
2833	133683484	88.219.191.116	2017-01-16T10:15:49	Liste des évêques de Troyes
2834	133684092	88.219.191.116	2017-01-16T10:38:12	Liste des évêques de Troyes
2835	133684224	88.219.191.116	2017-01-16T10:42:32	Liste des évêques de Troyes
2836	133684559	88.219.191.116	2017-01-16T10:53:13	Liste des évêques de Troyes
2837	133684701	88.219.191.116	2017-01-16T10:58:05	Liste des évêques de Troyes
2838	80293423	81.66.66.15	2012-06-29T10:04:27	Anne Sinclair
2839	106585437	86.195.66.42	2014-08-20T21:15:16	Tilly (Yvelines)
2840	106584993	86.195.66.42	2014-08-20T21:12:25	Septeuil
2841	106522646	86.195.66.42	2014-08-19T22:11:37	Dammartin-en-Serve
2842	80035659	90.18.82.202	2012-06-21T19:48:34	Sus-Saint-Léger
2843	80035725	90.18.82.202	2012-06-21T19:50:14	Sus-Saint-Léger
2844	80036430	90.18.82.202	2012-06-21T20:10:30	Habarcq
2845	141269449	78.250.252.64	2017-10-06T10:18:33	Monchiet
2846	106519622	86.195.66.42	2014-08-19T21:25:42	La Boissière-École
2847	106699603	86.195.66.42	2014-08-21T18:32:17	Raizeux
2848	70695538	80.237.226.73	2011-10-03T00:59:54	AB1
2849	120908136	88.219.191.61	2015-11-29T14:49:57	Charles IV de Bourbon
2850	99840689	86.192.233.214	2014-01-03T10:19:00	Cimetières militaires de la Seconde Guerre mondiale
2851	99840701	86.192.233.214	2014-01-03T10:19:31	Cimetières militaires de la Seconde Guerre mondiale
2852	99840739	86.192.233.214	2014-01-03T10:20:39	Cimetières militaires de la Seconde Guerre mondiale
2853	99840968	86.192.233.214	2014-01-03T10:27:41	Cimetières militaires de la Seconde Guerre mondiale
2854	106579663	86.195.66.42	2014-08-20T20:40:16	Ponthévrard
2855	138294527	88.219.191.67	2017-06-19T09:44:35	Alfred Sirven
2856	106563197	86.195.66.42	2014-08-20T19:00:13	Médan (Yvelines)
2857	120977875	88.219.191.61	2015-12-01T21:31:03	César de Vendôme
2858	120978158	88.219.191.61	2015-12-01T21:40:56	César de Vendôme
2859	99830334	41.207.30.51	2014-01-02T23:12:54	Naira
2860	106583307	86.195.66.42	2014-08-20T21:02:15	Saulx-Marchais
2861	106706291	86.195.66.42	2014-08-21T19:44:23	Autouillet
2862	106707464	86.195.66.42	2014-08-21T20:18:32	Boissy-sans-Avoir
2863	106707518	86.195.66.42	2014-08-21T20:20:15	Boissy-sans-Avoir
2864	111318678	78.250.57.239	2015-01-27T18:00:42	Tetiaroa
2865	119750902	37.48.113.81	2015-10-23T13:50:32	Crédit agricole
2866	109626755	62.233.42.235	2014-12-02T20:56:49	Art académique
2867	60570897	90.84.146.182	2010-12-26T12:13:44	Walmart
2868	70938608	129.194.8.73	2011-10-10T15:53:25	Division du travail
2869	97538644	129.194.8.73	2013-10-17T07:36:11	Perrefitte
2870	102156061	93.15.235.233	2014-03-18T10:49:18	Thomas Couture
2871	97385325	41.140.45.154	2013-10-11T14:04:29	République arabe sahraouie démocratique
2872	97385506	41.140.45.154	2013-10-11T14:11:37	République arabe sahraouie démocratique
2873	128888558	91.229.61.140	2016-08-22T19:23:38	Amérindiens dans la société latino-américaine au XXe siècle
2874	77298594	129.194.8.73	2012-04-03T20:46:35	Hypotension orthostatique
2875	113105878	88.219.191.121	2015-03-20T18:50:24	Urrugne
2876	113105908	88.219.191.121	2015-03-20T18:51:57	Urrugne
2877	113106971	88.219.191.121	2015-03-20T19:44:01	Urrugne
2878	113114734	88.219.191.121	2015-03-21T03:23:18	Urrugne
2879	113114900	88.219.191.121	2015-03-21T03:48:24	Urrugne
2880	113133337	88.219.191.121	2015-03-21T18:08:08	Urrugne
2881	113165447	88.219.191.121	2015-03-22T20:02:10	Urrugne
2882	113167612	88.219.191.121	2015-03-22T21:16:59	Urrugne
2883	113167929	88.219.191.121	2015-03-22T21:27:11	Urrugne
2884	113168139	88.219.191.121	2015-03-22T21:34:45	Urrugne
2885	113168398	88.219.191.121	2015-03-22T21:45:14	Urrugne
2886	113169786	88.219.191.121	2015-03-22T22:38:01	Urrugne
2887	113169804	88.219.191.121	2015-03-22T22:38:42	Urrugne
2888	113170098	88.219.191.121	2015-03-22T22:49:50	Urrugne
2889	113170307	88.219.191.121	2015-03-22T22:57:44	Urrugne
2890	113170389	88.219.191.121	2015-03-22T23:00:30	Urrugne
2891	113174535	88.219.191.121	2015-03-23T04:33:26	Urrugne
2892	113174541	88.219.191.121	2015-03-23T04:34:33	Urrugne
2893	75134044	86.76.243.195	2012-02-04T13:03:29	Ocre
2894	71264606	207.162.116.1	2011-10-20T14:36:49	Discussion:Ambulancier
2895	71264625	207.162.116.1	2011-10-20T14:37:19	Discussion:Ambulancier
2896	111366409	88.171.81.129	2015-01-29T09:37:22	Hygiène intime féminine
2897	69684462	84.103.26.129	2011-09-15T12:21:56	Dell
2898	134445869	79.84.49.67	2017-02-11T09:00:59	Astor Piazzolla
2899	134445878	79.84.49.67	2017-02-11T09:01:33	Astor Piazzolla
2900	134445899	79.84.49.67	2017-02-11T09:02:29	Astor Piazzolla
2901	75317017	81.51.165.145	2012-02-08T20:09:53	Méthanal
2902	107086923	86.68.23.69	2014-09-02T07:53:15	Chronologie de Warcraft
2903	107086983	86.68.23.69	2014-09-02T07:55:24	Chronologie de Warcraft
2904	107087018	86.68.23.69	2014-09-02T07:57:09	Chronologie de Warcraft
2905	107087052	86.68.23.69	2014-09-02T07:58:31	Chronologie de Warcraft
2906	107087080	86.68.23.69	2014-09-02T07:59:53	Chronologie de Warcraft
2907	115927767	90.18.79.163	2015-06-12T09:02:55	Triton crêté
2908	119666236	88.219.191.62	2015-10-20T19:07:04	Richard de Bourgogne
2909	94125758	90.22.37.180	2013-06-16T17:25:51	Belle Poule (1932)
2910	55343647	92.160.118.106	2010-07-18T16:41:09	Anthony Hopkins
2911	125045533	90.2.163.13	2016-04-06T01:25:21	Cromlech
2912	100743998	83.205.21.254	2014-01-30T14:46:39	Vincent Peillon
2913	118527178	84.7.100.170	2015-09-10T17:44:08	Clamecy (Nièvre)
2914	120047723	88.219.191.62	2015-10-31T20:25:52	Clamecy (Nièvre)
2915	133083923	88.219.191.116	2016-12-28T09:38:44	Clamecy (Nièvre)
2916	133083973	88.219.191.116	2016-12-28T09:40:49	Clamecy (Nièvre)
2917	133085119	88.219.191.116	2016-12-28T10:30:19	Clamecy (Nièvre)
2918	133085166	88.219.191.116	2016-12-28T10:32:14	Clamecy (Nièvre)
2919	133085253	88.219.191.116	2016-12-28T10:35:10	Clamecy (Nièvre)
2920	133086335	88.219.191.116	2016-12-28T11:08:38	Clamecy (Nièvre)
2921	70696289	46.251.236.221	2011-10-03T01:55:20	W9
2922	70696309	46.251.236.221	2011-10-03T01:57:41	W9
2923	107729589	88.219.191.35	2014-09-25T10:57:04	Stalles
2924	107729623	88.219.191.35	2014-09-25T10:59:21	Crucifix
2925	142618028	41.66.8.244	2017-11-15T15:41:11	Amos (Québec)
2926	142618329	41.66.8.244	2017-11-15T15:52:57	Amos (Québec)
2927	88547889	78.251.70.192	2013-02-08T20:23:17	Sodome
2928	65995452	85.68.107.68	2011-06-02T22:42:08	Christopher Lee
2929	133620264	88.219.191.116	2017-01-14T09:42:18	Anne de France
2930	133620310	88.219.191.116	2017-01-14T09:44:24	Anne de France
2931	102050137	92.139.232.213	2014-03-14T09:02:37	Johanna Spyri
2932	120527506	88.219.191.61	2015-11-15T16:37:30	Sambucus nigra
2933	142174578	86.68.66.24	2017-11-01T17:05:59	Tournoi des Six Nations 2002
2934	91024138	129.194.8.73	2013-03-20T12:38:16	Nicolas Ier (empereur de Russie)
2935	110429636	88.219.191.86	2014-12-31T18:29:29	Jean-Pierre Chabrol
2936	110430343	88.219.191.86	2014-12-31T18:44:59	Jean-Pierre Chabrol
2937	110430601	88.219.191.86	2014-12-31T18:50:21	Jean-Pierre Chabrol
2938	79731493	95.182.223.67	2012-06-13T11:47:49	Discussion:Peyotl
2939	74842888	83.201.30.189	2012-01-28T09:38:18	Saint-Jean-Cap-Ferrat
2940	74842951	83.201.30.189	2012-01-28T09:40:36	Saint-Jean-Cap-Ferrat
2941	114938465	80.13.81.226	2015-05-12T08:56:06	Tercio
2942	114938567	80.13.81.226	2015-05-12T09:01:21	Tercio
2943	87202507	74.120.12.135	2013-01-03T01:37:03	Modèle:Infobox Course de Formule 1
2944	87240155	89.187.142.208	2013-01-04T00:06:27	Modèle:Infobox Course de Formule 1
2945	87316855	62.212.82.118	2013-01-05T23:30:20	Modèle:Infobox Course de Formule 1
2946	100096253	78.251.252.50	2014-01-10T03:07:25	Cendrillon
2947	100096372	78.251.252.50	2014-01-10T03:21:21	Cendrillon
2948	118426671	88.171.81.129	2015-09-07T18:54:45	Playmate
2949	60704066	90.37.244.77	2010-12-30T09:57:01	Saint-Laurent-du-Pont
2950	74480685	83.200.74.229	2012-01-17T22:12:13	Cali (chanteur)
2951	74480776	83.200.74.229	2012-01-17T22:14:38	Cali (chanteur)
2952	63329292	82.238.217.26	2011-03-18T20:51:10	Acide borique
2953	71699692	85.26.89.250	2011-11-02T12:17:22	Arabesque (série télévisée)
2954	106937919	95.133.113.228	2014-08-28T15:03:55	British Academy Video Games Awards
2955	122173518	80.9.140.114	2016-01-10T19:25:35	Olympique lyonnais (féminines)
2956	104541285	90.1.11.19	2014-06-10T13:12:27	Gare de Lille-Flandres
2957	57493713	92.160.86.228	2010-09-26T18:34:55	Datura stramonium
2958	57493848	92.160.86.228	2010-09-26T18:40:50	Datura stramonium
2959	57404861	88.161.100.184	2010-09-23T21:29:16	Pyroxène
2960	97375367	189.222.156.98	2013-10-11T04:56:16	Élément natif
2961	140603436	92.161.29.211	2017-09-12T11:31:49	Thrash metal
2962	140603506	92.161.29.211	2017-09-12T11:34:47	Thrash metal
2963	140603633	92.161.29.211	2017-09-12T11:38:20	Thrash metal
2964	75339541	78.251.225.174	2012-02-09T12:13:31	Floyd Landis
2965	62844618	99.62.22.46	2011-03-03T17:39:04	Discussion utilisateur:Moumou82/Archive 1
2966	141013377	82.251.31.193	2017-09-27T16:29:32	Irène l'Athénienne
2967	141013434	82.251.31.193	2017-09-27T16:31:23	Irène l'Athénienne
2968	141013534	82.251.31.193	2017-09-27T16:33:48	Irène l'Athénienne
2969	141068863	82.251.31.193	2017-09-29T17:24:35	Irène l'Athénienne
